iter	Passed	Remaining
1666	24632	4920
1667	24646	4905
1668	24661	4890
1669	24676	4876
1670	24691	4861
1671	24704	4846
1672	24718	4831
1673	24731	4816
1674	24745	4801
1675	24762	4787
1676	24777	4772
1677	24790	4757
1678	24803	4742
1679	24817	4727
1680	24830	4712
1681	24847	4697
1682	24862	4682
1683	24877	4668
1684	24891	4653
1685	24902	4637
1686	24916	4622
1687	24932	4608
1688	24949	4594
1689	24964	4579
1690	24975	4563
1691	24989	4548
1692	25001	4533
1693	25015	4518
1694	25028	4503
1695	25043	4488
1696	25057	4473
1697	25069	4458
1698	25084	4444
1699	25099	4429
1700	25112	4414
1701	25126	4399
1702	25139	4384
1703	25152	4369
1704	25166	4354
1705	25181	4339
1706	25196	4324
1707	25209	4309
1708	25223	4294
1709	25236	4279
1710	25250	4264
1711	25263	4249
1712	25278	4235
1713	25290	4220
1714	25303	4204
1715	25315	4189
1716	25330	4174
1717	25347	4160
1718	25364	4146
1719	25379	4131
1720	25393	4116
1721	25407	4101
1722	25420	4086
1723	25435	4072
1724	25450	4057
1725	25465	4042
1726	25479	4027
1727	25493	4012
1728	25506	3997
1729	25519	3982
1730	25534	3968
1731	25549	3953
1732	25563	3938
1733	25577	3923
1734	25591	3908
1735	25608	3894
1736	25623	3879
1737	25637	3864
1738	25650	3849
1739	25664	3834
1740	25678	3820
1741	25692	3805
1742	25710	3790
1743	25723	3775
1744	25734	3760
1745	25747	3745
1746	25761	3730
1747	25776	3716
1748	25793	3701
1749	25806	3686
1750	25818	3671
1751	25831	3656
1752	25844	3641
1753	25856	3626
1754	25872	3611
1755	25887	3597
1756	25902	3582
1757	25914	3567
1758	25928	3552
1759	25941	3537
1760	25954	3522
1761	25969	3507
1762	25985	3493
1763	26000	3478
1764	26014	3463
1765	26027	3448
1766	26040	3433
1767	26055	3419
1768	26072	3404
1769	26089	3390
1770	26102	3375
1771	26114	3360
1772	26127	3345
1773	26139	3330
1774	26153	3315
1775	26168	3300
1776	26181	3285
1777	26193	3270
1778	26208	3255
1779	26222	3240
1780	26235	3225
1781	26247	3210
1782	26261	3196
1783	26275	3181
1784	26287	3166
1785	26299	3151
1786	26311	3136
1787	26323	3121
1788	26335	3106
1789	26350	3091
1790	26365	3076
1791	26377	3061
1792	26390	3046
1793	26403	3031
1794	26417	3017
1795	26430	3002
1796	26444	2987
1797	26461	2972
1798	26473	2957
1799	26485	2942
1800	26496	2927
1801	26508	2912
1802	26523	2897
1803	26536	2883
1804	26551	2868
1805	26566	2853
1806	26578	2838
1807	26590	2823
1808	26602	2808
1809	26615	2793
1810	26631	2779
1811	26645	2764
1812	26658	2749
1813	26669	2734
1814	26680	2719
1815	26693	2704
1816	26707	2689
1817	26721	2675
1818	26734	2660
1819	26747	2645
1820	26762	2630
1821	26773	2615
1822	26786	2600
1823	26801	2586
1824	26815	2571
1825	26828	2556
1826	26840	2541
1827	26853	2526
1828	26867	2511
1829	26880	2497
1830	26896	2482
1831	26909	2467
1832	26921	2452
1833	26934	2437
1834	26946	2422
1835	26959	2408
1836	26975	2393
1837	26990	2378
1838	27002	2363
1839	27015	2349
1840	27027	2334
1841	27042	2319
1842	27056	2304
1843	27072	2290
1844	27084	2275
1845	27097	2260
1846	27109	2245
1847	27122	2230
1848	27133	2215
1849	27147	2201
1850	27161	2186
1851	27174	2171
1852	27187	2156
1853	27199	2141
1854	27212	2127
1855	27224	2112
1856	27236	2097
1857	27253	2082
1858	27269	2068
1859	27282	2053
1860	27295	2038
1861	27309	2023
1862	27322	2009
1863	27336	1994
1864	27354	1980
1865	27370	1965
1866	27383	1950
1867	27396	1935
1868	27409	1921
1869	27422	1906
1870	27437	1891
1871	27452	1877
1872	27467	1862
1873	27482	1847
1874	27496	1833
1875	27508	1818
1876	27521	1803
1877	27535	1788
1878	27552	1774
1879	27568	1759
1880	27580	1744
1881	27593	1730
1882	27606	1715
1883	27619	1700
1884	27634	1685
1885	27648	1671
1886	27661	1656
1887	27676	1641
1888	27689	1627
1889	27703	1612
1890	27718	1597
1891	27732	1583
1892	27745	1568
1893	27757	1553
1894	27771	1538
1895	27786	1524
1896	27800	1509
1897	27814	1494
1898	27827	1480
1899	27841	1465
1900	27854	1450
1901	27868	1435
1902	27881	1421
1903	27898	1406
1904	27914	1392
1905	27926	1377
1906	27940	1362
1907	27952	1347
1908	27965	1333
1909	27980	1318
1910	27997	1303
1911	28011	1289
1912	28024	1274
1913	28038	1259
1914	28051	1245
1915	28065	1230
1916	28080	1215
1917	28096	1201
1918	28110	1186
1919	28123	1171
1920	28137	1157
1921	28149	1142
1922	28162	1127
1923	28176	1113
1924	28190	1098
1925	28205	1083
1926	28218	1068
1927	28230	1054
1928	28242	1039
1929	28257	1024
1930	28270	1010
1931	28285	995
1932	28298	980
1933	28310	966
1934	28325	951
1935	28340	936
1936	28357	922
1937	28374	907
1938	28388	893
1939	28401	878
1940	28414	863
1941	28427	849
1942	28439	834
1943	28455	819
1944	28471	805
1945	28486	790
1946	28499	775
1947	28511	761
1948	28526	746
1949	28539	731
1950	28553	717
1951	28567	702
1952	28581	687
1953	28596	673
1954	28608	658
1955	28623	643
1956	28637	629
1957	28650	614
1958	28665	599
1959	28680	585
1960	28693	570
1961	28706	555
1962	28719	541
1963	28732	526
1964	28747	512
1965	28762	497
1966	28777	482
1967	28792	468
1968	28805	453
1969	28821	438
1970	28836	424
1971	28852	409
1972	28867	395
1973	28883	380
1974	28898	365
1975	28915	351
1976	28930	336
1977	28946	321
1978	28961	307
1979	28976	292
1980	28988	278
1981	29001	263
1982	29014	248
1983	29029	234
1984	29042	219
1985	29056	204
1986	29069	190
1987	29082	175
1988	29094	160
1989	29107	146
1990	29120	131
1991	29136	117
1992	29151	102
1993	29166	87
1994	29180	73
1995	29194	58
1996	29208	43
1997	29223	29
1998	29238	14
1999	29251	0
