iter	Logloss
395	0.3280362786
396	0.3279823401
397	0.3279204675
398	0.3278508149
399	0.3277987734
400	0.3277088492
401	0.3276487222
402	0.3276012317
403	0.3275415579
404	0.3274707432
405	0.3273986052
406	0.3273327553
407	0.327264761
408	0.3271976751
409	0.327145059
410	0.3270741717
411	0.3270205356
412	0.3269688746
413	0.3269044031
414	0.3268412217
415	0.3267815446
416	0.326716422
417	0.326667022
418	0.3266018413
419	0.3265321104
420	0.3264763093
421	0.3264233625
422	0.3263664198
423	0.3263272953
424	0.326282651
425	0.3262347338
426	0.326156473
427	0.3261030426
428	0.3260538962
429	0.3260094764
430	0.3259347025
431	0.325885466
432	0.3258075513
433	0.3257474046
434	0.325671791
435	0.3256155913
436	0.325564067
437	0.3255193757
438	0.3254560526
439	0.3254005537
440	0.3253457634
441	0.3252927674
442	0.3252421882
443	0.3251982176
444	0.325149776
445	0.3250813097
446	0.3250187686
447	0.3249558567
448	0.3248989801
449	0.3248395817
450	0.3247771305
451	0.3247193229
452	0.3246679752
453	0.3246016418
454	0.324544829
455	0.324490337
456	0.3244383849
457	0.3243797617
458	0.3243330291
459	0.3242591048
460	0.3242140554
461	0.324151849
462	0.3241145128
463	0.3240748464
464	0.3240325937
465	0.323970513
466	0.323914602
467	0.3238642431
468	0.323822498
469	0.3237810962
470	0.3237411548
471	0.323680573
472	0.3236125821
473	0.3235650084
474	0.3234959069
475	0.3234298247
476	0.323389031
477	0.3233098795
478	0.323263536
479	0.3232129049
480	0.323172841
481	0.3231225812
482	0.3230548781
483	0.3230079179
484	0.3229566367
485	0.3229229703
486	0.3228664231
487	0.3228292623
488	0.3227642781
489	0.3227034295
490	0.3226677605
491	0.322626527
492	0.3225652755
493	0.3225124836
494	0.3224666172
495	0.32240245
496	0.3223525703
497	0.3222925942
498	0.322233188
499	0.322166666
500	0.3221003443
501	0.3220556352
502	0.3220150451
503	0.3219721355
504	0.321909088
505	0.3218332711
506	0.3217967628
507	0.3217537573
508	0.3216888237
509	0.3216240459
510	0.3215685446
511	0.3215214939
512	0.3214674429
513	0.3214145697
514	0.3213656249
515	0.3213000151
516	0.3212477382
517	0.3212065058
518	0.3211775301
519	0.3211335078
520	0.3210759002
521	0.3210413205
522	0.3209788601
523	0.3209336811
524	0.3208898852
525	0.3208400389
526	0.3208023345
527	0.3207518349
528	0.3207042156
529	0.320659223
530	0.3205842925
531	0.3205330662
532	0.3204910305
533	0.3204457246
534	0.3203855021
535	0.3203365538
536	0.3202911478
537	0.320245867
538	0.3201743856
539	0.3201229915
540	0.3200667559
541	0.3200217988
542	0.3199591389
543	0.3199122702
544	0.3198547018
545	0.3197864933
546	0.3197329759
547	0.3196741924
548	0.3196263741
549	0.3195594861
550	0.3195098597
551	0.3194611659
552	0.3194095056
553	0.3193579194
554	0.3193061306
555	0.319253533
556	0.3192248155
557	0.3191616931
558	0.3191190222
559	0.3190563443
560	0.3190252693
561	0.3189878811
562	0.3189388509
563	0.318887703
564	0.3188398354
565	0.3187498261
566	0.3186926163
567	0.318645802
568	0.3186022511
569	0.3185330808
570	0.3184913985
571	0.3184354708
572	0.3183786059
573	0.3183433351
574	0.3182964621
575	0.3182436523
576	0.3182111579
577	0.3181582561
578	0.3181007285
579	0.3180451855
580	0.3180080426
581	0.3179601439
582	0.3179098058
583	0.3178725938
584	0.3178285895
585	0.3177779056
586	0.3177153133
587	0.3176976016
588	0.3176469686
589	0.3175944801
590	0.3175565468
591	0.3174971981
592	0.3174457454
593	0.3173980807
594	0.317342896
595	0.3172905629
596	0.3172594675
597	0.3172282618
598	0.31719503
599	0.3171596744
600	0.3171101753
601	0.3170804628
602	0.3170379384
603	0.3169838465
604	0.3169285558
605	0.3168788514
606	0.3168324036
607	0.3167721147
608	0.3167097344
609	0.3166680114
610	0.3166264872
611	0.3165855003
612	0.3165394084
613	0.3165087622
614	0.3164658846
615	0.3164335737
616	0.3163935336
617	0.3163407681
618	0.3162958503
619	0.3162511793
620	0.3161928888
621	0.3161338893
622	0.3160730715
623	0.3160365626
624	0.3160028572
625	0.3159349851
626	0.3158791816
627	0.3158223867
628	0.3157774788
629	0.3157445083
630	0.3157093898
631	0.3156592694
632	0.3156164724
633	0.3155777037
634	0.315520441
635	0.3154810184
636	0.3154431853
637	0.3154086082
638	0.3153756208
639	0.3153382744
640	0.3152743118
641	0.3152401438
642	0.315203209
643	0.3151598904
644	0.3150995727
645	0.3150573482
646	0.3150100719
647	0.3149739227
648	0.3149394643
649	0.314902256
650	0.3148456041
651	0.3148114388
652	0.3147550487
653	0.3147298559
654	0.3146824155
655	0.3146305865
656	0.3145738961
657	0.3145353334
658	0.3144916396
659	0.3144510981
660	0.3144072869
661	0.3143736892
662	0.3143248504
663	0.3143005256
664	0.3142622019
665	0.3142241924
666	0.314187203
667	0.3141322916
668	0.3140775568
669	0.3140425248
670	0.3139960636
671	0.3139523222
672	0.3138993506
673	0.3138501505
674	0.313802699
675	0.3137691261
676	0.3137111038
677	0.3136792671
678	0.3136212855
679	0.3135865844
680	0.3135520019
681	0.3135177427
682	0.3134774514
683	0.3134367075
684	0.3133827294
685	0.3133298928
686	0.3132978647
687	0.3132573771
688	0.3132104693
689	0.3131723645
690	0.313099812
691	0.3130470203
692	0.3130041659
693	0.3129630943
694	0.3129114376
695	0.3128703508
696	0.3128103772
697	0.3127682915
698	0.3127241649
699	0.3126909869
700	0.3126526511
701	0.3126185388
702	0.3125836236
703	0.3125536825
704	0.3125061637
705	0.3124401254
706	0.312394835
707	0.3123555649
708	0.3123213682
709	0.3122770474
710	0.3122421474
711	0.3121900023
712	0.312145225
713	0.3121162315
714	0.3120776738
715	0.3120413259
716	0.312006268
717	0.3119600571
718	0.3119177612
719	0.3118728789
720	0.3118379176
721	0.3118086797
722	0.3117815832
723	0.3117378243
724	0.3117050783
725	0.3116677293
726	0.3116328641
727	0.3115686539
728	0.3115217694
729	0.3114807467
730	0.3114368738
731	0.3113973579
732	0.311370427
733	0.3113329871
734	0.3112985236
735	0.3112595325
736	0.3112184112
737	0.3111713474
738	0.3111172266
739	0.3110744018
740	0.3110209917
741	0.3109755339
742	0.310929853
743	0.3109014157
744	0.3108610504
745	0.3108344273
746	0.3108069565
747	0.3107831118
748	0.3107383849
749	0.3107088436
750	0.3106816552
751	0.3106410865
752	0.3105976007
753	0.3105740921
754	0.3105408856
755	0.3105035432
756	0.3104555707
757	0.3104100924
758	0.3103768982
759	0.3103502918
760	0.3103185541
761	0.310279008
762	0.3102169748
763	0.3101811046
764	0.3101463079
765	0.3101095207
766	0.3100618619
767	0.3100106099
768	0.3099775219
769	0.3099361508
770	0.3098942404
771	0.3098500407
772	0.3098082021
773	0.3097867255
774	0.3097623911
775	0.3097197984
776	0.3096604021
777	0.3096175822
778	0.3095863201
779	0.3095575546
780	0.3095081498
781	0.309470852
782	0.3094245797
783	0.3093911099
784	0.3093562969
785	0.3093251211
786	0.3092850878
787	0.3092400356
788	0.3092000139
789	0.3091617291
790	0.3091386727
791	0.3091000615
792	0.3090544265
793	0.309015079
794	0.308986471
795	0.3089446208
796	0.3089151975
797	0.3088574687
798	0.3088251745
799	0.3087747541
800	0.308728961
801	0.3087019806
802	0.3086568625
803	0.3086092139
804	0.3085776087
805	0.3085430706
806	0.3085145557
807	0.3084705708
808	0.3084329456
809	0.3083893526
810	0.3083565427
811	0.3083019988
812	0.3082690654
813	0.3082177615
814	0.308175072
815	0.308149199
816	0.3081280961
817	0.3080839333
818	0.3080428526
819	0.3080044038
820	0.3079663675
821	0.3079265264
822	0.3078912134
823	0.3078592974
824	0.3078245756
825	0.3078035459
826	0.3077577403
827	0.3077191581
828	0.3076837076
829	0.3076411822
830	0.3076100074
831	0.3075689146
832	0.3075198497
833	0.3074769544
834	0.307452568
835	0.3074170559
836	0.3073786807
837	0.307344973
838	0.3073118629
839	0.307262695
840	0.307232176
841	0.3071990922
842	0.3071607104
843	0.3071293422
844	0.307093661
845	0.307060666
846	0.3070123265
847	0.3069833576
848	0.3069440417
849	0.3069045056
850	0.306867619
851	0.3068262445
852	0.3067853402
853	0.3067415199
854	0.306724468
855	0.3067040745
856	0.3066651727
857	0.3066258937
858	0.3065970582
859	0.3065591937
860	0.3065196422
861	0.306488148
862	0.3064527963
863	0.30643093
864	0.3063935915
865	0.3063584661
866	0.3063133825
867	0.3062653449
868	0.3062185456
869	0.3061939784
870	0.3061680891
871	0.3061308822
872	0.3061017872
873	0.306063978
874	0.3060511289
875	0.3060280843
876	0.305990919
877	0.3059577057
878	0.3059225689
879	0.3058801609
880	0.3058262095
881	0.3057913308
882	0.3057511447
883	0.305722423
884	0.3056889604
885	0.3056588114
886	0.3056314801
887	0.3055934765
888	0.3055738757
889	0.3055375384
890	0.3055004612
891	0.305453742
892	0.3054088234
893	0.305359436
894	0.305320673
895	0.3052809326
896	0.3052485003
897	0.3052053455
898	0.305172944
899	0.3051410778
900	0.3051023038
901	0.3050531572
902	0.3050036223
903	0.3049660747
904	0.304940457
905	0.3049059935
906	0.3048604402
907	0.3048359789
908	0.3048093367
909	0.304777923
910	0.3047403133
911	0.3046963315
912	0.3046476914
913	0.3046151086
914	0.3045867686
915	0.3045405387
916	0.3045119434
917	0.3044900817
918	0.3044498354
919	0.3044082271
920	0.304373342
921	0.3043367318
922	0.3042869287
923	0.3042553621
924	0.3042244333
925	0.3041892806
926	0.3041643277
927	0.3041268729
928	0.3040858431
929	0.3040439907
930	0.3040104287
931	0.3039878033
932	0.3039584387
933	0.3039335627
934	0.3039087624
935	0.3038719576
936	0.3038159577
937	0.3037749715
938	0.3037352121
939	0.3037073219
940	0.3036746654
941	0.3036387469
942	0.3036096917
943	0.3035669562
944	0.3035403438
945	0.3035065991
946	0.3034714105
947	0.3034317527
948	0.303390799
949	0.3033525651
950	0.3033231673
951	0.3032873126
952	0.3032652966
953	0.3032472521
954	0.3032177492
955	0.3031726395
956	0.3031513739
957	0.3031193612
958	0.3030801243
959	0.3030511949
960	0.3030088067
961	0.3029686309
962	0.3029342462
963	0.3029089695
964	0.3028767454
965	0.3028413709
966	0.3027985865
967	0.3027659519
968	0.3027426189
969	0.3027182211
970	0.3026887403
971	0.3026624267
972	0.3026176991
973	0.3025945708
974	0.3025599127
975	0.3025252964
976	0.3024920739
977	0.3024478931
978	0.3024084117
979	0.3023704091
980	0.3023444521
981	0.3023086398
982	0.3022750327
983	0.3022413596
984	0.3022083366
985	0.302166087
986	0.3021303804
987	0.3021053355
988	0.3020736625
989	0.3020489642
990	0.3020263651
991	0.3019990726
992	0.3019614046
993	0.3019214434
994	0.3018781497
995	0.3018528307
996	0.3018114175
997	0.3017786132
998	0.3017394569
999	0.3017084613
1000	0.3016828464
1001	0.3016474439
1002	0.3016194676
1003	0.3015872258
1004	0.3015608931
1005	0.3015272497
1006	0.3014973935
1007	0.3014592883
1008	0.3014224295
1009	0.3013858079
1010	0.3013563736
1011	0.3013159611
1012	0.3012853231
1013	0.3012591279
1014	0.3012312945
1015	0.3012012678
1016	0.3011659149
1017	0.3011303251
1018	0.3010985474
1019	0.301066845
1020	0.3010214547
1021	0.3009909788
1022	0.3009593516
1023	0.3009228456
1024	0.3008779649
1025	0.3008379705
1026	0.3007994091
1027	0.3007707553
1028	0.3007298305
1029	0.3006984066
1030	0.3006680046
1031	0.3006317176
1032	0.3005849128
1033	0.3005477512
1034	0.3005205867
1035	0.3004946776
1036	0.3004626579
1037	0.3004261256
1038	0.3003967945
1039	0.3003538711
1040	0.3003219961
1041	0.3002691792
1042	0.3002397316
1043	0.3002017671
1044	0.3001598414
1045	0.3001320579
1046	0.3001020958
1047	0.3000593743
1048	0.3000226109
1049	0.2999929505
1050	0.2999698142
1051	0.2999191314
1052	0.2998953878
1053	0.2998577272
1054	0.2998322812
1055	0.2998108269
1056	0.299776493
1057	0.2997460794
1058	0.2997024138
1059	0.2996685044
1060	0.2996342773
1061	0.2995967507
1062	0.2995652763
1063	0.2995224621
1064	0.2994862731
1065	0.2994417869
1066	0.2994140943
1067	0.2993645556
1068	0.2993288571
1069	0.2992900924
1070	0.2992598194
1071	0.2992258438
1072	0.2991914738
1073	0.2991481781
1074	0.2991248565
1075	0.2990906943
1076	0.2990632074
1077	0.2990261786
1078	0.2989881872
1079	0.2989505408
1080	0.2989236228
1081	0.2988902942
1082	0.2988676927
1083	0.2988332234
1084	0.2988027151
1085	0.2987681828
1086	0.2987340736
1087	0.2986841423
1088	0.2986523772
1089	0.2986191834
1090	0.2985873482
1091	0.2985560773
1092	0.2985276529
1093	0.2984948746
1094	0.2984625753
1095	0.2984417287
1096	0.2984082672
1097	0.2983756984
1098	0.2983429588
1099	0.2983083115
1100	0.298273849
1101	0.2982473914
1102	0.2982167554
1103	0.2981886617
1104	0.2981590208
1105	0.2981221884
1106	0.298092772
1107	0.2980525546
1108	0.2980084798
1109	0.297984191
1110	0.2979397608
1111	0.2979120829
1112	0.2978789067
1113	0.2978521743
1114	0.2978180439
1115	0.2977742746
1116	0.297740993
1117	0.297703937
1118	0.2976612202
1119	0.29763142
1120	0.2976155441
1121	0.2975796454
1122	0.2975524071
1123	0.2975135518
1124	0.2974805279
1125	0.2974378708
1126	0.2974104005
1127	0.2973862884
1128	0.2973643653
1129	0.2973182295
1130	0.2972781405
1131	0.297247752
1132	0.2972125891
1133	0.2971890411
1134	0.2971679413
1135	0.2971272342
1136	0.2970934386
1137	0.2970677539
1138	0.2970297856
1139	0.2969907828
1140	0.2969508915
1141	0.2969142342
1142	0.2968861118
1143	0.296861432
1144	0.2968200988
1145	0.296787766
1146	0.2967518334
1147	0.2967280715
1148	0.2966972855
1149	0.2966734641
1150	0.2966416683
1151	0.2965996859
1152	0.2965748568
1153	0.2965635741
1154	0.2965316176
1155	0.2965033001
1156	0.2964703276
1157	0.29643062
1158	0.2964006835
1159	0.2963743379
1160	0.2963491927
1161	0.2963260533
1162	0.296291644
1163	0.2962757909
1164	0.2962313818
1165	0.2961968686
1166	0.2961685478
1167	0.2961319194
1168	0.296100899
1169	0.2960741679
1170	0.2960328634
1171	0.2960015066
1172	0.2959778155
1173	0.2959604656
1174	0.2959244153
1175	0.295894171
1176	0.2958677019
1177	0.2958289254
1178	0.2958009736
1179	0.2957688905
1180	0.2957408841
1181	0.295716081
1182	0.295698795
1183	0.2956544751
1184	0.2956172004
1185	0.2955854676
1186	0.2955704461
1187	0.2955393843
1188	0.2954843641
1189	0.2954563029
1190	0.2954322199
1191	0.2953931192
1192	0.2953495099
1193	0.2953187752
1194	0.2952717239
1195	0.2952314944
1196	0.2952035701
1197	0.2951763346
1198	0.2951544747
1199	0.2951155355
1200	0.2950919561
1201	0.2950539958
1202	0.295030674
1203	0.2950037649
1204	0.2949788876
1205	0.2949520818
1206	0.2949191261
1207	0.294891077
1208	0.2948689144
1209	0.2948221613
1210	0.2947906338
1211	0.2947555615
1212	0.294733725
1213	0.2947091906
1214	0.2946773064
1215	0.2946484713
1216	0.2946066824
1217	0.2945939282
1218	0.2945591566
1219	0.2945361297
1220	0.2945029353
1221	0.294468837
1222	0.2944333813
1223	0.2943984527
1224	0.2943654361
1225	0.2943319318
1226	0.2943007523
1227	0.2942576202
1228	0.2942326264
1229	0.2941885381
1230	0.2941505075
1231	0.2941292964
1232	0.2940955449
1233	0.2940664672
1234	0.294048014
1235	0.2939999357
1236	0.2939585573
1237	0.29391605
1238	0.2938915689
1239	0.2938706379
1240	0.2938530405
1241	0.2938159216
1242	0.293777265
1243	0.2937492724
1244	0.2937100135
1245	0.29367319
1246	0.2936383361
1247	0.2936004444
1248	0.2935679053
1249	0.293537781
1250	0.293502634
1251	0.2934747428
1252	0.2934399442
1253	0.2934049579
1254	0.2933804379
1255	0.2933507027
1256	0.2933259672
1257	0.2932913611
1258	0.2932627864
1259	0.2932429581
1260	0.2932186368
1261	0.2931929633
1262	0.2931677219
1263	0.2931449347
1264	0.2931171169
1265	0.2930870582
1266	0.2930539364
1267	0.2930268089
1268	0.292997511
1269	0.2929630293
1270	0.292939654
1271	0.2929118367
1272	0.2928831135
1273	0.2928455333
1274	0.2928141249
1275	0.2927717527
1276	0.2927360565
1277	0.292712286
1278	0.2926766073
1279	0.2926616327
1280	0.292636653
1281	0.2926154548
1282	0.2925906028
1283	0.2925677879
1284	0.2925391122
1285	0.2925083157
1286	0.2924910814
1287	0.2924615946
1288	0.2924314957
1289	0.2924057371
1290	0.292380455
1291	0.2923537259
1292	0.2923263887
1293	0.2922929649
1294	0.2922661469
1295	0.2922497102
1296	0.292228062
1297	0.2921939908
1298	0.29217169
1299	0.2921532414
1300	0.2921386333
1301	0.2920978803
1302	0.2920574634
1303	0.2920239274
1304	0.2920098654
1305	0.291994607
1306	0.2919714655
1307	0.2919428228
1308	0.2919166935
1309	0.2918852232
1310	0.2918512254
1311	0.2918237578
1312	0.2917842806
1313	0.2917601958
1314	0.2916950743
1315	0.2916634642
1316	0.2916251299
1317	0.2915967472
1318	0.2915797512
1319	0.2915465842
1320	0.2915146475
1321	0.2914716796
1322	0.2914454904
1323	0.2914031284
1324	0.2913750711
1325	0.2913416246
1326	0.2913318751
1327	0.2912912988
1328	0.2912584627
1329	0.2912283241
1330	0.2911906308
1331	0.2911675092
1332	0.2911534534
1333	0.2911311042
1334	0.2911033285
1335	0.2910695324
1336	0.2910503373
1337	0.2910139
1338	0.2909897074
1339	0.2909506428
1340	0.2909311056
1341	0.2908911521
1342	0.2908593127
1343	0.2908260304
1344	0.2908016053
1345	0.2907736066
1346	0.2907469435
1347	0.2907187105
1348	0.2906851069
1349	0.2906668841
1350	0.2906306271
1351	0.2906024708
1352	0.2905761172
1353	0.2905363604
1354	0.2905007746
1355	0.2904705953
1356	0.2904513446
1357	0.2904354985
1358	0.2903913521
1359	0.2903764243
1360	0.2903442704
1361	0.2903209033
1362	0.2902836095
1363	0.2902514744
1364	0.2902158618
1365	0.2901879269
1366	0.2901459189
1367	0.2901197464
1368	0.2900949632
1369	0.290062333
1370	0.2900281535
1371	0.2899944355
1372	0.2899728411
1373	0.2899458904
1374	0.2899111329
1375	0.2898711282
1376	0.2898374896
1377	0.2898130862
1378	0.2897901075
1379	0.289763594
1380	0.2897315891
1381	0.2897087344
1382	0.2896853641
1383	0.2896591305
1384	0.2896310729
1385	0.2895965803
1386	0.2895703635
1387	0.2895375879
1388	0.2895096892
1389	0.2894735294
1390	0.2894491423
1391	0.2894196273
1392	0.2893832657
1393	0.2893571833
1394	0.289327917
1395	0.2892908589
1396	0.28925891
1397	0.2892287865
1398	0.289201419
1399	0.2891785471
1400	0.2891623914
1401	0.2891344081
1402	0.2891016096
1403	0.2890687109
1404	0.28903592
1405	0.28900319
1406	0.2889682708
1407	0.2889378346
1408	0.2889021835
1409	0.28887156
1410	0.2888341974
1411	0.2888108189
1412	0.2887713789
1413	0.288750046
1414	0.2887300162
1415	0.2887080932
1416	0.2886758539
1417	0.2886568737
1418	0.2886331527
1419	0.2885921119
1420	0.2885592576
1421	0.2885286161
1422	0.2884992336
1423	0.2884664261
1424	0.2884449181
1425	0.2884163156
1426	0.2883887865
1427	0.2883598819
1428	0.2883311872
1429	0.2882915223
1430	0.2882676888
1431	0.2882334521
1432	0.2882007921
1433	0.2881795123
1434	0.2881472673
1435	0.2881270286
1436	0.288085711
1437	0.2880584339
1438	0.2880311783
1439	0.2880063395
1440	0.2879810412
1441	0.2879543698
1442	0.2879220489
1443	0.2878882777
1444	0.2878520096
1445	0.2878224209
1446	0.2877912812
1447	0.2877660852
1448	0.2877391509
1449	0.2877089512
1450	0.2876919588
1451	0.2876614788
1452	0.2876275589
1453	0.287612857
1454	0.2876059572
1455	0.287576644
1456	0.2875565153
1457	0.2875249692
1458	0.2874925753
1459	0.2874581581
1460	0.2874363539
1461	0.2874139321
1462	0.2873923847
1463	0.2873657095
1464	0.2873337479
1465	0.287303847
1466	0.2872756634
1467	0.2872480758
1468	0.2872248549
1469	0.2872060362
1470	0.2871748199
1471	0.2871422441
1472	0.2871134915
1473	0.2871039378
1474	0.2870793719
1475	0.2870487977
1476	0.2870160884
1477	0.2869851455
1478	0.2869530988
1479	0.2869186488
1480	0.2868995215
1481	0.2868625309
1482	0.2868459229
1483	0.2868164052
1484	0.2867998899
1485	0.2867777074
1486	0.2867480238
1487	0.2867318625
1488	0.2866986822
1489	0.2866692834
1490	0.286636703
1491	0.2866191759
1492	0.286600522
1493	0.2865824468
1494	0.2865702005
1495	0.2865583452
1496	0.2865303381
1497	0.2865011677
1498	0.2864742614
1499	0.2864409387
1500	0.2864112439
1501	0.2863854902
1502	0.2863556255
1503	0.2863234803
1504	0.2863009582
1505	0.2862700926
1506	0.2862409175
1507	0.2862184481
1508	0.2861940374
1509	0.2861677821
1510	0.2861436471
1511	0.2861098417
1512	0.2860919945
1513	0.2860698059
